date,company,Country,Price_USD,Shares,MktCapUSD
2010-08-09,BAYER MOTOREN WERK,DEU,58.682119205298,601995196,35326353852.6887
2010-08-10,BAYER MOTOREN WERK,DEU,56.7283530520364,601995196,34150196014.3179
2010-08-11,BAYER MOTOREN WERK,DEU,54.689817980108096,601995196,32923007694.1395
2010-08-12,BAYER MOTOREN WERK,DEU,53.8186862588949,601995196,32398590582.8859
2010-08-13,BAYER MOTOREN WERK,DEU,53.4499700113574,601995196,32176625173.1812
2010-08-16,BAYER MOTOREN WERK,DEU,53.70515471862921,601995196,32330245141.0515
2010-08-17,BAYER MOTOREN WERK,DEU,55.4697554697555,601995196,33392526316.0875
2010-08-18,BAYER MOTOREN WERK,DEU,55.9154712324541,601995196,33660845064.0136
2010-08-19,BAYER MOTOREN WERK,DEU,55.1181102362205,601995196,33180837574.8032
2010-08-20,BAYER MOTOREN WERK,DEU,53.1142965875936,601995196,31974551384.6505
2010-08-23,BAYER MOTOREN WERK,DEU,52.9806353626123,601995196,31894087969.3203
2010-08-24,BAYER MOTOREN WERK,DEU,52.660282833407294,601995196,31701237285.7125
2010-08-25,BAYER MOTOREN WERK,DEU,52.3202222362523,601995196,31496522439.8763
2010-08-26,BAYER MOTOREN WERK,DEU,53.100557947568205,601995196,31966280789.3557
2010-08-27,BAYER MOTOREN WERK,DEU,53.1149042252804,601995196,31974917179.6189
2010-08-30,BAYER MOTOREN WERK,DEU,52.277340776452704,601995196,31470708007.0794
2010-08-31,BAYER MOTOREN WERK,DEU,52.9543345915787,601995196,31878255031.507008
2010-09-01,BAYER MOTOREN WERK,DEU,55.0107047164853,601995196,33116179967.8987
2010-09-02,BAYER MOTOREN WERK,DEU,55.9240064653514,601995196,33665983233.2145
2010-09-03,BAYER MOTOREN WERK,DEU,56.7174737925269,601995196,34143646752.3571
2010-09-06,BAYER MOTOREN WERK,DEU,56.713246184557896,601995196,34141101752.6692
2010-09-07,BAYER MOTOREN WERK,DEU,55.91401954795361,601995196,33659971156.9181
2010-09-08,BAYER MOTOREN WERK,DEU,57.339858785144386,601995196,34518319527.9753
2010-09-09,BAYER MOTOREN WERK,DEU,57.8307114196548,601995196,34813810455.8945
2010-09-10,BAYER MOTOREN WERK,DEU,58.8006973873427,601995196,35397737348.63
2010-09-13,BAYER MOTOREN WERK,DEU,59.7595974415402,601995196,35974990574.7011
2010-09-14,BAYER MOTOREN WERK,DEU,61.14557109859589,601995196,36809340058.0312
2010-09-15,BAYER MOTOREN WERK,DEU,61.5651222181685,601995196,37061907816.4903
2010-09-16,BAYER MOTOREN WERK,DEU,62.0357147536258,601995196,37345202262.1091
2010-09-17,BAYER MOTOREN WERK,DEU,61.849349022882,601995196,37233010987.5023
2010-09-20,BAYER MOTOREN WERK,DEU,64.27786355428779,601995196,38694965068.8247
2010-09-21,BAYER MOTOREN WERK,DEU,63.666329599327604,601995196,38326824565.7478
2010-09-22,BAYER MOTOREN WERK,DEU,64.4832488398916,601995196,38818606024.0873
2010-09-23,BAYER MOTOREN WERK,DEU,64.3924747670031,601995196,38763960468.2871
2010-09-24,BAYER MOTOREN WERK,DEU,67.8516562003072,601995196,40846371073.2286
2010-09-27,BAYER MOTOREN WERK,DEU,67.5548251522172,601995196,40667680208.2548
2010-09-28,BAYER MOTOREN WERK,DEU,68.6380753704858,601995196,41319791635.7184
2010-09-29,BAYER MOTOREN WERK,DEU,69.4372671145321,601995196,41800901226.3171
2010-09-30,BAYER MOTOREN WERK,DEU,70.2262146923508,601995196,42275843878.0598
2010-10-01,BAYER MOTOREN WERK,DEU,67.7709808234243,601995196,40797804883.9095
2010-10-04,BAYER MOTOREN WERK,DEU,65.972554760504,601995196,39715161033.6704
2010-10-05,BAYER MOTOREN WERK,DEU,69.1361271036315,601995196,41619616386.4316
2010-10-06,BAYER MOTOREN WERK,DEU,68.7468748263792,601995196,41385288385.4936
2010-10-07,BAYER MOTOREN WERK,DEU,69.7029261288389,601995196,41960826676.7039
2010-10-08,BAYER MOTOREN WERK,DEU,69.7606375567754,601995196,41995568679.076
2010-10-11,BAYER MOTOREN WERK,DEU,69.28987259111061,601995196,41712170431.3006
2010-10-12,BAYER MOTOREN WERK,DEU,69.449248094296,601995196,41808113718.5784
2010-10-13,BAYER MOTOREN WERK,DEU,69.9008795197543,601995196,42079993667.0669
2010-10-14,BAYER MOTOREN WERK,DEU,70.4225352112676,601995196,42394027887.3239
2010-10-15,BAYER MOTOREN WERK,DEU,69.2877860135353,601995196,41710914321.6242
2010-10-18,BAYER MOTOREN WERK,DEU,68.4386217299608,601995196,41199721502.2976
2010-10-19,BAYER MOTOREN WERK,DEU,67.7280123555531,601995196,40771938072.6716
2010-10-20,BAYER MOTOREN WERK,DEU,69.2843872662001,601995196,41708868292.056
2010-10-21,BAYER MOTOREN WERK,DEU,70.0383656781204,601995196,42162759673.9197
2010-10-22,BAYER MOTOREN WERK,DEU,69.66511174545711,601995196,41938062599.5683
2010-10-25,BAYER MOTOREN WERK,DEU,70.8993821465515,601995196,42681087451.5922
2010-10-26,BAYER MOTOREN WERK,DEU,69.95353997642329,601995196,42111695009.0008
2010-10-27,BAYER MOTOREN WERK,DEU,68.72295863532389,601995196,41370890953.3717
2010-10-28,BAYER MOTOREN WERK,DEU,69.28786888891979,601995196,41710964212.2076
2010-10-29,BAYER MOTOREN WERK,DEU,71.5943680765007,601995196,43099465642.7092
2010-11-01,BAYER MOTOREN WERK,DEU,73.55146936281321,601995196,44277631215.1547
2010-11-02,BAYER MOTOREN WERK,DEU,73.424219473197,601995196,44201027392.9143
2010-11-03,BAYER MOTOREN WERK,DEU,72.36851325027679,601995196,43565497318.329
2010-11-04,BAYER MOTOREN WERK,DEU,76.9263595112445,601995196,46309298871.5381
2010-11-05,BAYER MOTOREN WERK,DEU,75.8577141654389,601995196,45665979507.1353
2010-11-08,BAYER MOTOREN WERK,DEU,74.24345626155491,601995196,44694204003.8922
2010-11-09,BAYER MOTOREN WERK,DEU,76.39439598202479,601995196,45989059382.5007
2010-11-10,BAYER MOTOREN WERK,DEU,73.63013698630141,601995196,44324988746.5753
2010-11-11,BAYER MOTOREN WERK,DEU,74.3899938486775,601995196,44782418927.3734
2010-11-12,BAYER MOTOREN WERK,DEU,75.7615204373861,601995196,45608071344.9623
2010-11-15,BAYER MOTOREN WERK,DEU,76.21404100277341,601995196,45880486551.4166
2010-11-16,BAYER MOTOREN WERK,DEU,74.03190609794109,601995196,44566851821.6837
2010-11-17,BAYER MOTOREN WERK,DEU,73.5304074640811,601995196,44264952053.2994
2010-11-18,BAYER MOTOREN WERK,DEU,76.5798851981828,601995196,46100722999.5375
2010-11-19,BAYER MOTOREN WERK,DEU,77.42014809147791,601995196,46606557224.6783
2010-11-22,BAYER MOTOREN WERK,DEU,78.5111594991834,601995196,47263340850.8982
2010-11-23,BAYER MOTOREN WERK,DEU,75.85975282106399,601995196,45667206768.0279
2010-11-24,BAYER MOTOREN WERK,DEU,79.1803388468493,601995196,47666183603.4554
2010-11-25,BAYER MOTOREN WERK,DEU,80.10163145226,601995196,48220797326.023
2010-11-26,BAYER MOTOREN WERK,DEU,78.3025849764762,601995196,47137779990.2204
2010-11-29,BAYER MOTOREN WERK,DEU,75.5709704862247,601995196,45493361189.7651
2010-11-30,BAYER MOTOREN WERK,DEU,75.4110311251123,601995196,45397078462.7241
2010-12-01,BAYER MOTOREN WERK,DEU,79.5537673738113,601995196,47890985782.7359
2010-12-02,BAYER MOTOREN WERK,DEU,84.02143995364341,601995196,50580503213.0958
2010-12-03,BAYER MOTOREN WERK,DEU,85.23365986831541,601995196,51310253778.2239
2010-12-06,BAYER MOTOREN WERK,DEU,83.45291241496601,601995196,50238252366.0183
2010-12-07,BAYER MOTOREN WERK,DEU,85.3783845096548,601995196,51397377317.053
2010-12-08,BAYER MOTOREN WERK,DEU,81.7982398181674,601995196,49242147411.7927
2010-12-09,BAYER MOTOREN WERK,DEU,79.3263845880167,601995196,47754102438.0345
2010-12-10,BAYER MOTOREN WERK,DEU,82.6579584065999,601995196,49759693871.940994
2010-12-13,BAYER MOTOREN WERK,DEU,84.930919995716,601995196,51128005829.2814
2010-12-14,BAYER MOTOREN WERK,DEU,83.6076982788619,601995196,50331432712.4923
2010-12-15,BAYER MOTOREN WERK,DEU,83.2933461292386,601995196,50142194228.5669
2010-12-16,BAYER MOTOREN WERK,DEU,82.8616289962923,601995196,49882302588.5023
2010-12-17,BAYER MOTOREN WERK,DEU,81.4649220856072,601995196,49041491738.0499
2010-12-20,BAYER MOTOREN WERK,DEU,82.7296189066328,601995196,49802833148.7037
2010-12-21,BAYER MOTOREN WERK,DEU,85.10526523160979,601995196,51232960823.7349
2010-12-22,BAYER MOTOREN WERK,DEU,84.3057902112556,601995196,50751680702.1597
2010-12-23,BAYER MOTOREN WERK,DEU,82.6690363555579,601995196,49766362743.9952
2010-12-27,BAYER MOTOREN WERK,DEU,77.8780147813051,601995196,46882190772.3626
2010-12-28,BAYER MOTOREN WERK,DEU,76.4947668386978,601995196,46049482156.0362
2010-12-29,BAYER MOTOREN WERK,DEU,77.1383156207717,601995196,46436895431.2363
2010-12-30,BAYER MOTOREN WERK,DEU,78.16546905922509,601995196,47055236866.7402
2011-01-03,BAYER MOTOREN WERK,DEU,82.1095952645011,601995196,49429581894.734
2011-01-04,BAYER MOTOREN WERK,DEU,80.89067639734179,601995196,48695798592.3904
2011-01-05,BAYER MOTOREN WERK,DEU,78.9068969596593,601995196,47501572900.9819
2011-01-06,BAYER MOTOREN WERK,DEU,78.08324534303179,601995196,47005738584.5945
2011-01-07,BAYER MOTOREN WERK,DEU,76.9999740347415,601995196,46353614461.0391
2011-01-10,BAYER MOTOREN WERK,DEU,75.6579798659455,601995196,45545740418.3639
2011-01-11,BAYER MOTOREN WERK,DEU,77.1588572315412,601995196,46449261382.2377
2011-01-12,BAYER MOTOREN WERK,DEU,77.4817136886102,601995196,46643619418.3908
2011-01-13,BAYER MOTOREN WERK,DEU,76.9138452922273,601995196,46301765371.808
2011-01-14,BAYER MOTOREN WERK,DEU,78.75572896484451,601995196,47410570494.3145
2011-01-17,BAYER MOTOREN WERK,DEU,77.8021393927314,601995196,46836514152.9466
2011-01-18,BAYER MOTOREN WERK,DEU,78.67214805093941,601995196,47360255185.6663
2011-01-19,BAYER MOTOREN WERK,DEU,78.0710276338515,601995196,46998383582.3618
2011-01-20,BAYER MOTOREN WERK,DEU,74.45010729613729,601995196,44818606933.9592
2011-01-21,BAYER MOTOREN WERK,DEU,75.6659829106272,601995196,45550558212.8157
2011-01-24,BAYER MOTOREN WERK,DEU,75.52717227798591,601995196,45466994878.8119
2011-01-25,BAYER MOTOREN WERK,DEU,76.6790636622183,601995196,46160427958.4336
2011-01-26,BAYER MOTOREN WERK,DEU,77.9763127267748,601995196,46941365663.3121
2011-01-27,BAYER MOTOREN WERK,DEU,78.695502917954,601995196,47374314703.4123
2011-01-28,BAYER MOTOREN WERK,DEU,77.7992751451072,601995196,46834789889.6367
2011-01-31,BAYER MOTOREN WERK,DEU,76.88616515170209,601995196,46285102060.1873
2011-02-01,BAYER MOTOREN WERK,DEU,77.93945245155508,601995196,46919175954.7066
2011-02-02,BAYER MOTOREN WERK,DEU,77.98000441891291,601995196,46943588044.2444
2011-02-03,BAYER MOTOREN WERK,DEU,78.1467244622557,601995196,47043952709.4136
2011-02-04,BAYER MOTOREN WERK,DEU,77.05444638718329,601995196,46386406555.5239
2011-02-07,BAYER MOTOREN WERK,DEU,79.7015087082532,601995196,47979925356.3206
2011-02-08,BAYER MOTOREN WERK,DEU,84.2060649148232,601995196,50691646552.7877
2011-02-09,BAYER MOTOREN WERK,DEU,84.0106915221712,601995196,50574032708.985
2011-02-10,BAYER MOTOREN WERK,DEU,83.9317773788151,601995196,50526526773.7882
2011-02-11,BAYER MOTOREN WERK,DEU,85.5613523951487,601995196,51507523105.1426
2011-02-14,BAYER MOTOREN WERK,DEU,85.39737238854191,601995196,51408807928.9253
2011-02-15,BAYER MOTOREN WERK,DEU,83.7567567567568,601995196,50421165200.1081
2011-02-16,BAYER MOTOREN WERK,DEU,83.34910378761249,601995196,50175760071.0481
2011-02-17,BAYER MOTOREN WERK,DEU,82.8863571554662,601995196,49897188821.5309
2011-02-18,BAYER MOTOREN WERK,DEU,82.5866983048998,601995196,49716795633.051
2011-02-21,BAYER MOTOREN WERK,DEU,82.4311023622047,601995196,49623127623.0315
2011-02-22,BAYER MOTOREN WERK,DEU,82.75588178904991,601995196,49818643277.7519
2011-02-23,BAYER MOTOREN WERK,DEU,80.2334062727936,601995196,48300125134.938
2011-02-24,BAYER MOTOREN WERK,DEU,78.6065946795747,601995196,47320792371.0231
2011-02-25,BAYER MOTOREN WERK,DEU,80.69837778388779,601995196,48580035750.8936
2011-02-28,BAYER MOTOREN WERK,DEU,81.1878453038674,601995196,48874692846.5193
2011-03-01,BAYER MOTOREN WERK,DEU,82.5185656400824,601995196,49675780096.1403
2011-03-02,BAYER MOTOREN WERK,DEU,80.504122366266,601995196,48463094922.6883
2011-03-03,BAYER MOTOREN WERK,DEU,80.97521536703,601995196,48746690646.0174
2011-03-04,BAYER MOTOREN WERK,DEU,80.8349305390394,601995196,48662239853.4954
2011-03-07,BAYER MOTOREN WERK,DEU,80.91707891307091,601995196,48711692780.0216
2011-03-08,BAYER MOTOREN WERK,DEU,80.5731997164579,601995196,48504679155.6563
2011-03-09,BAYER MOTOREN WERK,DEU,80.93773056951541,601995196,48724124977.9906
2011-03-10,BAYER MOTOREN WERK,DEU,78.81990920255559,601995196,47449206689.0946
2011-03-11,BAYER MOTOREN WERK,DEU,77.9174047829938,601995196,46905903364.1497
2011-03-14,BAYER MOTOREN WERK,DEU,77.9808821063223,601995196,46944116407.8484
2011-03-15,BAYER MOTOREN WERK,DEU,75.832495250866,601995196,45650797841.7142
2011-03-16,BAYER MOTOREN WERK,DEU,73.90753553380759,601995196,44491981339.5515
2011-03-17,BAYER MOTOREN WERK,DEU,75.89629982754029,601995196,45689207890.3549
2011-03-18,BAYER MOTOREN WERK,DEU,78.1835404560942,601995196,47066115760.8404
2011-03-21,BAYER MOTOREN WERK,DEU,78.6394133250117,601995196,47340549037.9154
2011-03-22,BAYER MOTOREN WERK,DEU,77.58118382718679,601995196,46703499963.9594
2011-03-23,BAYER MOTOREN WERK,DEU,78.0605615501949,601995196,46992083050.2796
2011-03-24,BAYER MOTOREN WERK,DEU,81.79262162392429,601995196,49238765285.8482
2011-03-25,BAYER MOTOREN WERK,DEU,81.2718349103973,601995196,48925254186.1643
2011-03-28,BAYER MOTOREN WERK,DEU,80.9129508682343,601995196,48709207716.8611
2011-03-29,BAYER MOTOREN WERK,DEU,80.740011254924,601995196,48605098900.4502
2011-03-30,BAYER MOTOREN WERK,DEU,82.540487969893,601995196,49688977233.3714
2011-03-31,BAYER MOTOREN WERK,DEU,83.3723586927214,601995196,50189759412.2071
2011-04-01,BAYER MOTOREN WERK,DEU,86.60225488393152,601995196,52134141402.8943
2011-04-04,BAYER MOTOREN WERK,DEU,85.9916584817298,601995196,51766565302.074005
2011-04-05,BAYER MOTOREN WERK,DEU,86.6575747244005,601995196,52167443681.1001
2011-04-06,BAYER MOTOREN WERK,DEU,87.24408545071091,601995196,52520520320.7415
2011-04-07,BAYER MOTOREN WERK,DEU,84.5004001371899,601995196,50868834942.6661
2011-04-08,BAYER MOTOREN WERK,DEU,84.5025694324153,601995196,50870140847.9704
2011-04-11,BAYER MOTOREN WERK,DEU,82.523991212857,601995196,49679046264.8861
2011-04-12,BAYER MOTOREN WERK,DEU,82.10004493469971,601995196,49423832642.0734
2011-04-13,BAYER MOTOREN WERK,DEU,83.5230816086786,601995196,50280493883.5405
2011-04-14,BAYER MOTOREN WERK,DEU,83.77917233002691,601995196,50434659267.5323
2011-04-15,BAYER MOTOREN WERK,DEU,83.7983188430872,601995196,50446185376.4148
2011-04-18,BAYER MOTOREN WERK,DEU,81.2676676562922,601995196,48922745519.2125
2011-04-19,BAYER MOTOREN WERK,DEU,84.149204168098,601995196,50657416656.4182
2011-04-20,BAYER MOTOREN WERK,DEU,87.8328375535079,601995196,52874946258.2602
2011-04-21,BAYER MOTOREN WERK,DEU,88.88111786219059,601995196,53506005968.1485
2011-04-26,BAYER MOTOREN WERK,DEU,90.257565342031,601995196,54334620738.5587
2011-04-27,BAYER MOTOREN WERK,DEU,90.6934520323299,601995196,54597022432.119
2011-04-28,BAYER MOTOREN WERK,DEU,93.6527230144378,601995196,56378489347.0102
2011-04-29,BAYER MOTOREN WERK,DEU,94.4616708455113,601995196,56865472055.1311
2011-05-02,BAYER MOTOREN WERK,DEU,95.9614010007148,601995196,57768302403.8599
2011-05-03,BAYER MOTOREN WERK,DEU,94.048679133274,601995196,56616853028.3764
2011-05-04,BAYER MOTOREN WERK,DEU,92.7924039706517,601995196,55860581415.6237
2011-05-05,BAYER MOTOREN WERK,DEU,89.6630329952947,601995196,53976715121.9569
2011-05-06,BAYER MOTOREN WERK,DEU,91.13064670554442,601995196,54860211525.110985
2011-05-09,BAYER MOTOREN WERK,DEU,87.42296279388269,601995196,52628203622.0041
2011-05-10,BAYER MOTOREN WERK,DEU,89.9694215943839,601995196,54161159586.7178
2011-05-11,BAYER MOTOREN WERK,DEU,90.30865344751179,601995196,54365375532.6309
2011-05-12,BAYER MOTOREN WERK,DEU,89.7308500369088,601995196,54017540655.2155
2011-05-13,BAYER MOTOREN WERK,DEU,87.8730627725613,601995196,52899161646.8884
2011-05-16,BAYER MOTOREN WERK,DEU,87.6089060987415,601995196,52740140598.2575
2011-05-17,BAYER MOTOREN WERK,DEU,85.8126487589255,601995196,51658802308.9085
2011-05-18,BAYER MOTOREN WERK,DEU,87.28428312883871,601995196,52544719129.8648
2011-05-19,BAYER MOTOREN WERK,DEU,88.3308630714856,601995196,53174755227.5681
2011-05-20,BAYER MOTOREN WERK,DEU,86.3030371649353,601995196,51954013773.5005
2011-05-23,BAYER MOTOREN WERK,DEU,82.9126703685008,601995196,49913029249.369
2011-05-24,BAYER MOTOREN WERK,DEU,85.01636014893379,601995196,51179440391.064
2011-05-25,BAYER MOTOREN WERK,DEU,85.47549702418641,601995196,51455838584.2725
2011-05-26,BAYER MOTOREN WERK,DEU,84.1746094410919,601995196,50672710508.7136
2011-05-27,BAYER MOTOREN WERK,DEU,86.5584804494767,601995196,52107789403.6449
2011-05-30,BAYER MOTOREN WERK,DEU,86.8082312983418,601995196,52258138214.8586
2011-05-31,BAYER MOTOREN WERK,DEU,88.38412880966071,601995196,53206820946.061
2011-06-01,BAYER MOTOREN WERK,DEU,87.4338223626318,601995196,52634741030.2217
2011-06-02,BAYER MOTOREN WERK,DEU,86.8422572633281,601995196,52278621682.3196
2011-06-03,BAYER MOTOREN WERK,DEU,87.82228696285509,601995196,52868594853.3722
2011-06-06,BAYER MOTOREN WERK,DEU,88.69872515661741,601995196,53396206435.608
2011-06-07,BAYER MOTOREN WERK,DEU,88.56521994479358,601995196,53315836939.4491
2011-06-08,BAYER MOTOREN WERK,DEU,89.10312591294192,601995196,53639653748.1741
2011-06-09,BAYER MOTOREN WERK,DEU,91.2928683340103,601995196,54957868166.1347
2011-06-10,BAYER MOTOREN WERK,DEU,89.51494787628158,601995196,53887568591.7119
2011-06-13,BAYER MOTOREN WERK,DEU,89.8648648648649,601995196,54098216937.8378
2011-06-14,BAYER MOTOREN WERK,DEU,91.79093673085279,601995196,55257702948.3133
2011-06-15,BAYER MOTOREN WERK,DEU,89.1473976048246,601995196,53666305094.0063
2011-06-16,BAYER MOTOREN WERK,DEU,89.71729999575741,601995196,54009383595.5368
2011-06-17,BAYER MOTOREN WERK,DEU,91.8260770034195,601995196,55278857223.5846
2011-06-20,BAYER MOTOREN WERK,DEU,91.4542514061628,601995196,55055020000.2862
2011-06-21,BAYER MOTOREN WERK,DEU,93.21010722396299,601995196,56112036767.4706
2011-06-22,BAYER MOTOREN WERK,DEU,94.38510392609699,601995196,56819379137.4711
2011-06-23,BAYER MOTOREN WERK,DEU,92.26350490959,601995196,55542186721.6956
2011-06-24,BAYER MOTOREN WERK,DEU,95.0903733922602,601995196,57243947967.9868
2011-06-27,BAYER MOTOREN WERK,DEU,96.7723507569266,601995196,58256490261.2968
2011-06-28,BAYER MOTOREN WERK,DEU,99.2488114559844,601995196,59747307705.2124
2011-06-29,BAYER MOTOREN WERK,DEU,99.13191195312609,601995196,59676934766.0769
2011-06-30,BAYER MOTOREN WERK,DEU,99.76512207852457,601995196,60058124219.6254
2011-07-01,BAYER MOTOREN WERK,DEU,98.1491136600626,601995196,59085294915.0156
2011-07-04,BAYER MOTOREN WERK,DEU,99.872293492773,601995196,60122640896.1514
2011-07-05,BAYER MOTOREN WERK,DEU,99.4980979793743,601995196,59897376994.7206
2011-07-06,BAYER MOTOREN WERK,DEU,97.0243204577968,601995196,58408174810.7582
2011-07-07,BAYER MOTOREN WERK,DEU,99.5316495704393,601995196,59917574891.3599
2011-07-08,BAYER MOTOREN WERK,DEU,97.6858255029729,601995196,58806397670.084015
2011-07-11,BAYER MOTOREN WERK,DEU,93.3840708459827,601995196,56216762032.2053
2011-07-12,BAYER MOTOREN WERK,DEU,94.03932757125669,601995196,56611223432.9669
2011-07-13,BAYER MOTOREN WERK,DEU,99.3853909989521,601995196,59829527933.9508
2011-07-14,BAYER MOTOREN WERK,DEU,100.50535792647499,601995196,60503742643.9987
2011-07-15,BAYER MOTOREN WERK,DEU,102.63544432517901,601995196,61786044423.0834
2011-07-18,BAYER MOTOREN WERK,DEU,99.7363179892844,601995196,60040784296.2776
2011-07-19,BAYER MOTOREN WERK,DEU,102.172586527409,601995196,61507406252.3947
2011-07-20,BAYER MOTOREN WERK,DEU,102.145118471301,601995196,61490870614.5743
2011-07-21,BAYER MOTOREN WERK,DEU,102.368318881843,601995196,61625236189.4655
2011-07-22,BAYER MOTOREN WERK,DEU,102.828575943457,601995196,61902308729.4824
2011-07-25,BAYER MOTOREN WERK,DEU,105.401995641702,601995196,63451495025.1176
2011-07-26,BAYER MOTOREN WERK,DEU,104.57166034128099,601995196,62951637163.1949
2011-07-27,BAYER MOTOREN WERK,DEU,101.691502215062,601995196,61217795807.4909
2011-07-28,BAYER MOTOREN WERK,DEU,100.45760045760001,601995196,60474992877.1629
2011-07-29,BAYER MOTOREN WERK,DEU,100.331949014931,601995196,60399351312.3051
2011-08-01,BAYER MOTOREN WERK,DEU,96.15575784256642,601995196,57885304288.9643
2011-08-02,BAYER MOTOREN WERK,DEU,93.7966530647065,601995196,56465134545.832
2011-08-03,BAYER MOTOREN WERK,DEU,93.6843459246238,601995196,56397526187.0257
2011-08-04,BAYER MOTOREN WERK,DEU,86.7380163651293,601995196,52215869162.3772
2011-08-05,BAYER MOTOREN WERK,DEU,85.83959010460279,601995196,51675020869.58
2011-08-08,BAYER MOTOREN WERK,DEU,78.2360703188184,601995196,47097738485.8468
2011-08-09,BAYER MOTOREN WERK,DEU,83.3783668477488,601995196,50193376292.6704
2011-08-10,BAYER MOTOREN WERK,DEU,78.883546781262,601995196,47487516205.760994
2011-08-11,BAYER MOTOREN WERK,DEU,82.2750492280471,601995196,49529184385.9479
2011-08-12,BAYER MOTOREN WERK,DEU,84.3556755988343,601995196,50781711465.8327
2011-08-15,BAYER MOTOREN WERK,DEU,85.6771397616468,601995196,51577226543.532005
2011-08-16,BAYER MOTOREN WERK,DEU,84.7647982030496,601995196,51028001308.1453
2011-08-17,BAYER MOTOREN WERK,DEU,84.9292497145418,601995196,51127000328.0385
2011-08-18,BAYER MOTOREN WERK,DEU,77.5243740067861,601995196,46669300724.9925
2011-08-19,BAYER MOTOREN WERK,DEU,75.4091269555187,601995196,45395932161.7764
2011-08-22,BAYER MOTOREN WERK,DEU,72.03773747716909,601995196,43366371891.965
2011-08-23,BAYER MOTOREN WERK,DEU,73.9274972296976,601995196,44503998184.5813
2011-08-24,BAYER MOTOREN WERK,DEU,77.1890894943877,601995196,46467461059.2355
2011-08-25,BAYER MOTOREN WERK,DEU,77.2432401400769,601995196,46500059487.8007
2011-08-26,BAYER MOTOREN WERK,DEU,77.61344055140721,601995196,46722918356.9787
2011-08-29,BAYER MOTOREN WERK,DEU,79.0854518234277,601995196,47609062071.1929
2011-08-30,BAYER MOTOREN WERK,DEU,78.3020365746287,601995196,47137449854.9428
2011-08-31,BAYER MOTOREN WERK,DEU,81.13283612174959,601995196,48841577583.1486
2011-09-01,BAYER MOTOREN WERK,DEU,81.08531771479059,601995196,48812971730.4376
2011-09-02,BAYER MOTOREN WERK,DEU,77.0389315146348,601995196,46377066676.7832
2011-09-05,BAYER MOTOREN WERK,DEU,71.7884308717066,601995196,43216290513.1455
2011-09-06,BAYER MOTOREN WERK,DEU,71.09676513928851,601995196,42799911064.9919
2011-09-07,BAYER MOTOREN WERK,DEU,75.3877465085269,601995196,45383061235.399
2011-09-08,BAYER MOTOREN WERK,DEU,74.6414967510643,601995196,44933822466.3903
2011-09-09,BAYER MOTOREN WERK,DEU,70.8800702081562,601995196,42669461757.4528
2011-09-12,BAYER MOTOREN WERK,DEU,69.2724352867525,601995196,41701673257.8459
2011-09-13,BAYER MOTOREN WERK,DEU,71.0573109013815,601995196,42776159803.3101
2011-09-14,BAYER MOTOREN WERK,DEU,75.28983922126221,601995196,45324121518.8122
2011-09-15,BAYER MOTOREN WERK,DEU,78.278211733422,601995196,47123107414.9909
2011-09-16,BAYER MOTOREN WERK,DEU,78.8200427320973,601995196,47449287073.2373
2011-09-19,BAYER MOTOREN WERK,DEU,76.5052614383534,601995196,46055799854.6128
2011-09-20,BAYER MOTOREN WERK,DEU,79.0303562124661,601995196,47575894778.0733
2011-09-21,BAYER MOTOREN WERK,DEU,76.7935377875137,601995196,46229340831.9277
2011-09-22,BAYER MOTOREN WERK,DEU,71.3516279320281,601995196,42953337241.8603
2011-09-23,BAYER MOTOREN WERK,DEU,70.54020440166549,601995196,42464864174.6607
2011-09-26,BAYER MOTOREN WERK,DEU,68.4359423413714,601995196,41198108523.2386
2011-09-27,BAYER MOTOREN WERK,DEU,73.56149440959909,601995196,44283666245.1595
2011-09-28,BAYER MOTOREN WERK,DEU,72.42533050432509,601995196,43599701032.316
2011-09-29,BAYER MOTOREN WERK,DEU,71.99596003712401,601995196,43341222073.7566
2011-09-30,BAYER MOTOREN WERK,DEU,67.03831911125421,601995196,40356746052.89
2011-10-03,BAYER MOTOREN WERK,DEU,62.547288776797,601995196,37653167366.4565
2011-10-04,BAYER MOTOREN WERK,DEU,59.8045464202252,601995196,36002049643.9346
2011-10-05,BAYER MOTOREN WERK,DEU,63.0806292756941,601995196,37974235784.6248
2011-10-06,BAYER MOTOREN WERK,DEU,65.55014944978349,601995196,39460875065.8517
2011-10-07,BAYER MOTOREN WERK,DEU,68.6607841549961,601995196,41333462214.9006
2011-10-10,BAYER MOTOREN WERK,DEU,72.3580899321344,601995196,43559222530.8809
2011-10-11,BAYER MOTOREN WERK,DEU,73.29978589643929,601995196,44126118977.485
2011-10-12,BAYER MOTOREN WERK,DEU,75.7546493019149,601995196,45603934954.4175
2011-10-13,BAYER MOTOREN WERK,DEU,75.1339720132122,601995196,45230290208.3522
2011-10-14,BAYER MOTOREN WERK,DEU,78.2541179080472,601995196,47108603047.862
2011-10-17,BAYER MOTOREN WERK,DEU,75.0141081579563,601995196,45158132743.3141
2011-10-18,BAYER MOTOREN WERK,DEU,75.3715208407455,601995196,45373293461.3427
2011-10-19,BAYER MOTOREN WERK,DEU,75.9250824672546,601995196,45706534901.1911
2011-10-20,BAYER MOTOREN WERK,DEU,74.1202416339055,601995196,44620029389.9703
2011-10-21,BAYER MOTOREN WERK,DEU,79.4802306997429,601995196,47846717058.2169
